計費方式,資料集說明網址,分類及編號,資料集提供機關聯絡人,收錄期間(迄),計費說明網址,資料集描述,授權方式,資料名稱,收錄期間(起),計費法令依據,更新頻率,資料連結網址,編碼格式,編號,資料集類型,資料集提供機關電話,檔案格式,資料集提供機關,標籤/關鍵字,最後更新時間,主要欄位,主要欄位說明,建立日期,資料來源,備註,資料量,資料集提供機關聯絡人電子郵件
免費,,公共資訊,蘇振華,2014/8/25,無,臺北市政府財政局經管信義區永吉路30巷101弄31號3樓等3戶市有閒置房地標售清冊,依臺北市政府資料開放使用規範,臺北市政府財政局經管信義區永吉路30巷101弄31號3樓等3戶市有閒置房地標售清冊,2014/6/19,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=44ddac08-8d2b-449f-b3a4-2e73aca55782,"UTF-8,",197,原始資料,02-27208889-1182,"PDF,",臺北市政府財政局,"房地,標售,非公用,",2015/5/14 10:50,"標號
房地標示
標售底價
房地總底價
應繳押標金
備註
","標號
房地標示
標售底價
房地總底價
應繳押標金
備註
",2015/5/14 10:29,臺北市政府財政局,,0,Neilsu89@mail.taipei.gov.tw
免費,,公共資訊,蘇振華,2015/2/28,無,104年度第1次市有閒置房地標租案,依臺北市政府資料開放使用規範,臺北市政府財政局經管萬華區和平西路3段261號2樓之10等6處9戶市有閒置房地標租清冊,2015/1/1,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=be46d539-5a32-4d12-9022-76228006b0e8,"UTF-8,",198,原始資料,02-27208889-1182,"XLS,",臺北市政府財政局,"標租,",2015/5/14 10:38,"標號
門牌號碼
建物標示
土地標示
建物出租面積
使用分區
備註","標號
門牌號碼
建物標示
土地標示
建物出租面積
使用分區
備註",2015/5/13 17:00,臺北市政府財政局,,0,Neilsu89@mail.taipei.gov.tw
免費,,公共資訊,蘇振華,2015/4/8,無,104年度第1次市有閒置房地標租案標脫清冊,依臺北市政府資料開放使用規範,臺北市政府財政局經管萬華區和平西路3段261號2樓之10等6處9戶市有房地標租標脫清冊,2015/4/8,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=b98faa5e-28bf-4ecb-840e-340f0cb11c55,"UTF-8,",199,原始資料,02-27208889-1182,"XLS,",臺北市政府財政局,"標租,標脫,",2015/5/14 10:37,"標號
標租底價
得標金額
超出底價數
參加投標數
投標金額明細
備註","標號
標租底價
得標金額
超出底價數
參加投標數
投標金額明細
備註",2015/5/13 17:18,臺北市政府財政局,,0,Neilsu89@mail.taipei.gov.tw
免費,,公共資訊,蘇振華,2015/5/13,無,臺北市政府財政局經管市有非公用閒置建物清冊,依臺北市政府資料開放使用規範,臺北市政府財政局經管市有非公用閒置建物清冊,2015/1/1,無,每季,http://data.taipei/opendata/datalist/datasetMeta?oid=1cebd2e1-df54-4508-97f7-3217753c6d32,"UTF-8,",200,原始資料,02-27208889-1182,"xlsx,",臺北市政府財政局,"閒置建物,非公用,",2015/5/14 09:39,"門牌
列管面積 
使用現況
預定處理方式","門牌
列管面積 
使用現況
預定處理方式",2015/5/14 09:33,臺北市政府財政局,,37,Neilsu89@mail.taipei.gov.tw
免費,,公共資訊,陳昱如,2015/4/30,無,臺北市政府財政局與國防部政治作戰局合作開發國有土地案,依臺北市政府資訊資產授權流通及加值利用作業要點,臺北市政府財政局與國防部政治作戰局合作開發國有土地案件一覽表,2012/1/1,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=3b1ab4e8-2d70-4f25-9ac5-a61881e32db4,"UTF-8,",201,網路服務,02-27287842-7842,"PDF,",臺北市政府財政局,"合作開發,國防部,",2015/5/13 15:48,案名、地段號、面積、得標權利金、設定地上權期限、簽約日、得標人,案名、地段號、面積、得標權利金、設定地上權期限、簽約日、得標人,2015/5/13 15:35,臺北市政府財政局,,4筆,joelle@mail.taipei.gov.tw
免費,,公共資訊,范姜仁茂,2015/4/30,無,提供臺北市環境保護局空氣品質監測站之每月監測值統計結果,依臺北市政府資料開放使用規範,臺北市環境空氣品質監測結果月報表,2015/1/1,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=94952b92-5e00-4b0a-a4b1-a3c793c216b6,"UTF-8,UTF-8,UTF-8,UTF-8,",202,原始資料,28237027,"PDF,PDF,PDF,PDF,",臺北市政府環境保護局,"月報表,監測站,空氣品質,",2015/5/13 15:24,監測項目、監測站、月平均值、最高值,監測項目、監測站、月平均值、最高值,2015/5/13 14:58,臺北市政府環境保護局,,,la-jmfanchiang@mail.taipei.gov.tw
無,,公共資訊,戴國正,2015/3/31,無,臺北市政府財政局主導辦理都市更新案件進度,依臺北市政府資訊資產授權流通及加值利用作業要點,臺北市政府財政局主導辦理都市更新案件進度表,2015/3/1,無,每季,http://data.taipei/opendata/datalist/datasetMeta?oid=9a241082-4bd8-49e2-ab56-bcbf8e04f51f,"UTF-8,",203,原始資料,27208889#6298,"PDF,",臺北市政府財政局,,2015/5/13 15:02,臺北市政府財政局主導辦理都市更新案件案件名、市有地地號、行政區、市有地占更新地區面積比例、共同負擔比率、實施者名稱、辦理階段,臺北市政府財政局主導辦理都市更新案件案件名、市有地地號、行政區、市有地占更新地區面積比例、共同負擔比率、實施者名稱、辦理階段,2015/5/13 14:33,臺北市政府財政局,,0,kctai@mail.taipei.gov.tw
免費,,公共資訊,吳蔓麗,,無,提供「重要統計資料庫」、「重要統計指標」、「物價統計資料庫」及「家庭收支資料庫」等4大部分之時間數列統計資料，輔以多元化互動式查詢功能，行政區資料更與 GIS圖資結合呈現。,依臺北市政府資料開放使用規範,臺北市統計資料庫查詢系統,1968/1/1,無,每月、年,http://data.taipei/opendata/datalist/datasetMeta?oid=23ca1bc4-7c07-4f3e-84b1-bcf3e91b0ced,"null,",204,原始資料,02-27287626,",",臺北市政府主計處,"指標,統計,資料庫,",2015/5/13 09:07,統計期、統計項目、統計資料、資料來源、附註、更新日期。,統計期、統計項目、統計資料、資料來源、附註、更新日期。,2014/12/31 11:49,臺北市政府主計處,,1056表,ta-e620021@mail.taipei.gov.tw
免費,http://recycle.epb.gov.taipei/furniture/,公共資訊,陳明祥,2015/5/12,無,提供拍賣再生家具之相關資訊，讓民眾能透往網路線上瀏覽,依臺北市政府資料開放使用規範,臺北市再生家具,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=73bcd54c-bb76-40f1-a943-93342a6b82b1,"UTF-8,",205,原始資料,27208889#4548,"CSV,",臺北市政府環境保護局,"二手,再利用,再生,家具,拍賣,",2015/5/12 16:55,"照片名稱、縮圖名稱、物品類別、地點。
物品類別，代碼對應依序如下：0實木類、1沙發椅、2客廳椅、3茶几、4餐桌椅、5書桌椅、6神桌、7床組、8衣櫥、9斗櫃、10酒櫃、11化妝檯、12電視櫃、13置物櫃、14其他、15腳踏車。
地點，代碼說明：NH1F為內湖展示場1樓、NH2F為內湖展示場2樓、NG為南港展示場。","照片名稱、縮圖名稱、物品類別、地點。
物品類別，代碼對應依序如下：0實木類、1沙發椅、2客廳椅、3茶几、4餐桌椅、5書桌椅、6神桌、7床組、8衣櫥、9斗櫃、10酒櫃、11化妝檯、12電視櫃、13置物櫃、14其他、15腳踏車。
地點，代碼說明：NH1F為內湖展示場1樓、NH2F為內湖展示場2樓、NG為南港展示場。",2015/5/12 10:02,臺北市政府環境保護局,,825,la-4548@mail.taipei.gov.tw
免費, ,公共資訊,王慧嫻,2014/11/30,,"提供臺北市政府財政局以「設定地上權」方式辦理土地開發之已簽約案件
",依臺北市政府資料開放使用規範,臺北市政府財政局以「設定地上權」方式辦理土地開發之已簽約案件一覽表,,,每半年,http://data.taipei/opendata/datalist/datasetMeta?oid=ef611de3-0ced-4500-8edc-238cbc2db2c2,"UTF-8,",206,原始資料,02-27208889#7855,"CSV,",臺北市政府財政局,"設定地上權,",2015/5/12 16:44,"案件名稱、簽約日及契約期間
","案件名稱、簽約日及契約期間
",2014/12/31 11:49,臺北市政府財政局,,11,maggiewang@mail.taipei.gov.tw
免費,,公共資訊,劉永康,2013/10/29,,提供適合民間短期使用之市有非公用閒置土地予民間活化利用,依臺北市政府資料開放使用規範,提供申請短期使用土地清冊,,,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=48661fd0-c2c6-4f99-b1cd-716b016dad41,"BIG-5 ,",207,原始資料,1999(外縣市 02-27208889) 轉1150,"CSV,",臺北市政府財政局,"短期使用,",2015/5/12 16:44,"土地標示、可提供使用面積、土地公告地價、都市計畫使用分區
","土地標示、可提供使用面積、土地公告地價、都市計畫使用分區
",2014/12/31 11:48,臺北市政府財政局,,19,ca-kang@mail.taipei.gov.tw
免費,,公共資訊,范姜仁茂,2015/4/30,無,提供臺北市河川水質檢測結果,依臺北市政府資料開放使用規範,臺北市河川水質,2015/1/1,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=06dd5f57-f04c-4f3a-a6cc-4df5db39e759,"UTF-8,UTF-8,UTF-8,UTF-8,",208,原始資料,02-28237027,"CSV,CSV,CSV,CSV,",臺北市政府環境保護局,"指標,水質,汙染,污染,河川,河川水質,河川污染,環保,環境保護,",2015/5/12 15:58,採樣日期、河川名稱、測站名稱、溶氧、生化需氧量、懸浮固體、氨氮、河川污染指數、污染程度,採樣日期、河川名稱、測站名稱、溶氧、生化需氧量、懸浮固體、氨氮、河川污染指數、污染程度,2015/3/19 15:18,臺北市政府環境保護局,,64,la-jmfanchiang@mail.taipei.gov.tw
免費,,公共資訊,羅小芸,2015/4/1,無,臺北市垃圾資源回收、廚餘回收限時收受點,依臺北市政府資料開放使用規範,臺北市垃圾資源回收、廚餘回收限時收受點,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=1acf38f3-1509-4cb1-898a-9b1d4f31a3af,"UTF-8,UTF-8,",209,原始資料,02-2728-7273,"CSV,CSV,",臺北市政府環境保護局,"垃圾,垃圾資源回收,廚餘,廚餘回收,環境保護,資源回收,",2015/5/12 11:02,Region(行政區)、telephone(電話)、address(地址)、memo(備註)、經緯度,Region(行政區)、telephone(電話)、address(地址)、memo(備註)、經緯度,2014/12/31 11:49,臺北市政府環境保護局,,49,la-jessicalo@mail.taipei.gov.tw 
免費,http://epb-secondhand.weebly.com/,公共資訊,陳明祥,2015/5/11,無,提供民眾捐贈書籍的類別及數量資訊,依臺北市政府資料開放使用規範,臺北市延慧書庫,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=1fb4811b-a4ff-4a3b-97f0-8db947c27d3d,"UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,",210,原始資料,27208889#4548,"CSV,CSV,CSV,CSV,CSV,CSV,",臺北市政府環境保護局,"二手,參考書,延慧書庫,文具,書籍,",2015/5/12 09:41,書籍類別、書籍數量,書籍類別、書籍數量,2015/5/12 09:17,臺北市政府環境保護局,,5924,la-4548@mail.taipei.gov.tw
免費,,生活安全及品質,黃襄,2015/4/17,無,"一、民眾建議提供廢棄管道、法源依據、罰則、合格清除機構名單宣導資訊等相關資料。
二、臺北市環境保護局將以現有資料提供常見問答，俾利民眾查詢。",依臺北市政府資料開放使用規範,臺北市廢食用油資訊,2014/12/25,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=2033e482-d69e-4b73-8132-cee0e18a379f,"UTF-8,",211,原始資料,27208889#7285,"xlsx,",臺北市政府環境保護局,"廢食用油,食品安全,",2015/5/12 08:43,廢食用油常見問答,廢食用油常見問答,2015/3/18 10:52,臺北市政府環境保護局,,10,la-hsean@mail.taipei.gov.tw
免費,,公共資訊,林政君,2015/5/11,無,提供民眾本市公共場所設置飲用水設備相關資訊，包含設置場所之地點、設置飲水機數量及管理單位聯絡方式等資訊。,依臺北市政府資料開放使用規範,臺北市公共場所飲水機資訊,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=f158e1bc-8400-44c2-a93a-e09361ddb7f5,"UTF-8,",212,原始資料,02-27287262,"CSV,",臺北市政府環境保護局,"公共場所,飲水機,飲用水,",2015/5/12 08:38,"行政區、場所名稱、場所地址、管理單位、連絡電話、場所開放時間、飲水台數、座標
","行政區、場所名稱、場所地址、管理單位、連絡電話、場所開放時間、飲水台數、座標
",2015/3/19 15:09,臺北市政府環境保護局,,180,la-1261622@mail.taipei.gov.tw
免費,,公共資訊,陳明祥,2015/5/11,無,生活中所遇到難分類的垃圾，提供快速的查詢讓民眾知道該如何垃圾分類及何時有回收。,依臺北市政府資料開放使用規範,臺北市資源回收分類方式,2013/10/1,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=74643872-ee76-4727-bd02-d73b536eaad7,"UTF-8,",213,原始資料,27208889分機4548,"CSV,",臺北市政府環境保護局,"分類,回收,垃圾,難分難解,",2015/5/12 08:37,項次、垃圾項目、關鍵字、處理說明、分類大類別、分類子類別、回收時間,項次、垃圾項目、關鍵字、處理說明、分類大類別、分類子類別、回收時間,2014/12/31 11:52,臺北市政府環境保護局,,61,la-4548@mail.taipei.gov.tw
免費,,休閒旅遊,林莉立,2015/12/31,無,本資料集提供臺北市立動物園之園區活動行事曆，包含文字簡介、圖片、網站連結及座標等資訊。(本資料集開放授權應用內容僅限文字範圍，圖片、聲音及影片等多媒體資訊不在開放授權範圍),依臺北市政府資料開放使用規範,臺北市立動物園_行事曆,2015/1/1,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=61ff4b3a-8a8a-47e4-96ec-e180b2abbfdb,"UTF-8,",214,原始資料,02-29382300#531,"XLS,",臺北市立動物園,"動物園,教育,活動,研習,研討會,臺北市立動物園,行事曆,",2015/5/11 17:34,類別、標題、摘要說明、簡介、起始日期、結束日期、時間、地點、WGS84座標系統(WKT格式)、上架日期、下架日期、關鍵字、圖片說明、圖片URL、網頁URL位址、地標、資料更新日期,類別、標題、摘要說明、簡介、起始日期、結束日期、時間、地點、WGS84座標系統(WKT格式)、上架日期、下架日期、關鍵字、圖片說明、圖片URL、網頁URL位址、地標、資料更新日期,2014/12/31 11:50,臺北市立動物園,本資料集提供愛台北市政雲服務「愛遊動物園」單元介接使用。,1605,wlx26@zoo.gov.tw
免費,,公共資訊,李貞?,,無,臺北市食品販售業,依臺北市政府資料開放使用規範,臺北市-OK認證-食品販售業,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=bbffeb22-a4c6-42fe-89cd-3bf31b25e3cc,"UTF-8,",215,原始資料,27287105,"CSV,",臺北市政府衛生局,,2015/5/11 16:57,標題、OK認證類別、連絡電話、交通資訊、顯示用地址、系統辨識用地址,標題、OK認證類別、連絡電話、交通資訊、顯示用地址、系統辨識用地址,2014/12/31 11:05,臺北市政府衛生局,場地設施,206,hsien623@health.gov.tw
免費,,公共資訊,李貞?,,無,臺北市一般餐飲業,依臺北市政府資料開放使用規範,臺北市-OK認證-一般餐飲業,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=df655c39-bca0-425e-87de-d5af472baa4d,"UTF-8,",216,原始資料,27287105,"CSV,",臺北市政府衛生局,,2015/5/11 16:56,標題、OK認證類別、連絡電話、交通資訊、顯示用地址、系統辨識用地址,標題、OK認證類別、連絡電話、交通資訊、顯示用地址、系統辨識用地址,2014/12/31 11:54,臺北市政府衛生局,場地設施,78,hsien623@health.gov.tw
免費,,公共資訊,李貞?,,無,臺北市製麵業,依臺北市政府資料開放使用規範,臺北市-OK認證-製麵業,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=a0aeaa5e-daaf-4358-8e98-1b7957ea288f,"UTF-8,",217,原始資料,27287105,"CSV,",臺北市政府衛生局,,2015/5/11 16:56,標題、OK認證類別、連絡電話、交通資訊、顯示用地址、系統辨識用地址,標題、OK認證類別、連絡電話、交通資訊、顯示用地址、系統辨識用地址,2014/12/31 10:57,臺北市政府衛生局,場地設施,1,hsien623@health.gov.tw
免費,,公共資訊,李貞?,,無,臺北市飲冰品業 ,依臺北市政府資料開放使用規範,臺北市-OK認證-飲冰品業,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=13c5c16d-4be9-4291-9d74-0ec06ea62436,"UTF-8,",218,原始資料,27287105,"CSV,",臺北市政府衛生局,,2015/5/11 16:54,標題、OK認證類別、連絡電話、交通資訊、顯示用地址、系統辨識用地址,標題、OK認證類別、連絡電話、交通資訊、顯示用地址、系統辨識用地址,2014/12/31 11:52,臺北市政府衛生局,場地設施,48,hsien623@health.gov.tw
免費,,公共資訊,李貞?,,無,臺北市烘焙業,依臺北市政府資料開放使用規範,臺北市-OK認證-烘焙業,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=285c2daa-1f04-423b-a138-b9c4aee5bf35,"UTF-8,",219,原始資料,27287105,"CSV,",臺北市政府衛生局,,2015/5/11 16:53,標題、OK認證類別、連絡電話、交通資訊、顯示用地址、系統辨識用地址,標題、OK認證類別、連絡電話、交通資訊、顯示用地址、系統辨識用地址,2014/12/31 11:51,臺北市政府衛生局,場地設施,6,hsien623@health.gov.tw
免費,,公共資訊,李貞?,,無,臺北市中央廚房,依臺北市政府資料開放使用規範,臺北市-OK認證-中央廚房,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=9187e4f5-691f-4864-9603-58ac3283d1de,"UTF-8,",220,原始資料,27287105,"CSV,",臺北市政府衛生局,,2015/5/11 16:51,標題、Ok認證類別、連絡電話、交通資訊、顯示用地址、系統辨識用地址,標題、Ok認證類別、連絡電話、交通資訊、顯示用地址、系統辨識用地址,2014/12/31 10:58,臺北市政府衛生局,場地設施,21,hsien623@health.gov.tw
免費,,公共資訊,蘇辰福,2015/5/8,無,提供政府機關、交通建設、文教機構、公用事業、醫療保健、工商服務、休閒購物、藝術文化、美食佳餚等各類地標資料,依臺北市政府資料開放使用規範,臺北市地標資料,2003/1/1,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=7846dcec-078d-43ca-b389-5ca4547ad6ea,"UTF-8,",221,原始資料,27256819,"mdb,",臺北市政府工務局,"地標,臺北市,",2015/5/11 09:12,地標名稱、行政區、電話、座標(TWD67)、地標分類,地標名稱、行政區、電話、座標(TWD67)、地標分類,2014/12/31 11:53,臺北市政府工務局,,114143,chenfusu@mail.taipei.gov.tw
免費,無,生活安全及品質,詹智超,,無,大臺北地區停水區域資訊,依臺北市政府資料開放使用規範,臺北市停水資訊-(大臺北地區),,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=75aa4c40-db2a-47b7-8f0a-b10d4ff9788b,"UTF-8,",222,原始資料,87335711,"XML,",臺北自來水事業處,"停水訊息,施工停水,無水,",2015/5/7 20:40,"SW_No：停水案件系統代碼、FS_Date：預定開始停水日期、FC_Date：預定最後通水日期、SW_Area：停水區域、Description：停水通知內容、PubDate：公告日期、StopWaterSection_twd97：停水區域(採TWD97座標，以WKT表示)、StopWaterSection_twd97_wgs84(採WGS84座標，以WKT表示)：
","SW_No：停水案件系統代碼、FS_Date：預定開始停水日期、FC_Date：預定最後通水日期、SW_Area：停水區域、Description：停水通知內容、PubDate：公告日期、StopWaterSection_twd97：停水區域(採TWD97座標，以WKT表示)、StopWaterSection_twd97_wgs84(採WGS84座標，以WKT表示)：
",2014/12/31 11:56,臺北自來水事業處,,11,jake@twd.gov.tw
免費,http://www.mcrip.gov.taipei/lp.asp?CtNode=26646&CtUnit=15357&BaseDSD=7&mp=110011,公共資訊,廖柏丞,2015/2/28,無,"本資料集主要提供木柵垃圾焚化廠焚化廠營運管理(包括焚化爐操作、垃圾進廠管理、飛灰與底渣清運、處理及作業環境安全衛生管理)
污染防治及監測(包括空氣污染防治、水污染防治、噪音管制、病媒防治及其他委外檢測項目)、敦親睦鄰與回饋設施及景觀維護等相關資料
",依臺北市政府資料開放使用規範,臺北市木柵垃圾焚化廠營運管理及環境品質監測報告,2010/1/1,無,每半年,http://data.taipei/opendata/datalist/datasetMeta?oid=e20889a3-5d19-4828-8fc7-d2bc49db7ce8,"UTF-8,",223,原始資料,02-22300800 #415,",",臺北市政府環境保護局,"回饋設施,污染防治,焚化廠,營運管理,環境品質監測,",2015/5/7 09:49,統計資料,統計資料,2014/12/31 11:54,臺北市政府環境保護局,,,ft-752@mail.taipei.gov.tw
免費,,公共資訊,謝函潔,2015/3/15,無,"本資料集涵蓋北投垃圾焚化廠（以下簡稱本廠）營運操作之處理物來源及產出物統計：如垃圾進廠量、焚化量、底渣及飛灰產生量，以及進出本廠之清運車輛、廚餘進廠量等統計數據。
另外亦針對本廠污染防制之作為如：廢氣、水污染、噪音、底渣灼燒減量、飛灰及底渣穩定化物重金屬及戴奧辛等項目，進行監控防制與相關數據統計報告。
本廠敦親睦鄰及回饋設施之使用人數亦一併收集於本資料集之中",依臺北市政府資料開放使用規範,臺北市北投垃圾焚化廠營運管理及環境品質監測報告,,無,每半年,http://data.taipei/opendata/datalist/datasetMeta?oid=3a32e042-8cb8-49a1-991d-80d1ea5ba5c6,"null,",224,原始資料,02-28360050 分機469,",",臺北市政府環境保護局,"焚化廠,營運管理,監測報告,",2015/5/7 09:47,無,無,2014/12/31 10:57,臺北市政府環境保護局,,,jc@ms.ptrip.gov.tw
免費,http://epbcar.gov.taipei/,公共資訊,王馨蔓,2015/5/7,無,臺北市環保局廢棄汽機車查報拖吊應用系統,依臺北市政府資料開放使用規範,臺北市環保局廢棄汽機車查報拖吊應用系統,2009/8/1,無,每日,http://data.taipei/opendata/datalist/datasetMeta?oid=dcef9e8d-f515-478b-aa9a-74e8b478bfc2,"UTF-8,",225,原始資料,02-2728-7276,",",臺北市政府環境保護局,"廢棄機車,廢棄汽車,拖吊,環境保護,",2015/5/7 08:55,檢舉疑似廢車/廢車案件查詢/相關書表及檔案下載/已拖吊廢車公告/保管場資訊/常見問題,檢舉疑似廢車/廢車案件查詢/相關書表及檔案下載/已拖吊廢車公告/保管場資訊/常見問題,2014/12/31 11:50,臺北市政府環境保護局,,約57864筆,la_man@mail.taipei.gov.tw
免費,,公共資訊,張淯植,,無,"涵蓋內湖垃圾焚化廠（以下簡稱本廠）營運操作之處理物進廠及產出物出廠統計：如垃圾進廠量、焚化量、底渣及飛灰產生量，以及進出本廠之清運車輛、廚餘進廠量等統計數據。

另外亦包含本廠污染防制之作為如：廢氣、水污染、噪音、底渣灼燒減量、底渣及飛灰穩定化物重金屬及戴奧辛等項目，進行監控防制與相關數據統計報告。

本廠敦親睦鄰及回饋設施之使用人次併同收集於本資料集。",依臺北市政府資料開放使用規範,臺北市內湖垃圾焚化廠營運管理及環境品質監測報告,,無,每半年,http://data.taipei/opendata/datalist/datasetMeta?oid=3cab0f52-0a0d-4744-9b98-f2ff20c5932c,"null,",226,原始資料,02-27961833分機212,",",臺北市政府環境保護局,"內湖垃圾焚化廠,焚化廠,焚化爐,",2015/5/7 08:43,無主要欄位,無主要欄位,2014/12/31 11:49,臺北市政府環境保護局,,,fs_mlb@mail.taipei.gov.tw
免費,,公共資訊,李佳怡,2015/5/1,無,臺北市市立焚化廠位置圖,依臺北市政府資料開放使用規範,臺北市市立焚化廠位置圖,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=5cb5685c-1c8c-4336-b145-d835089bd065,"UTF-8,",227,原始資料,02-2728-7308,"CSV,",臺北市政府環境保護局,"垃圾焚化廠,環境保護,",2015/5/7 08:37,中文名稱、英文名稱、行政區、里、座標(TWD97)、聯絡電話、地址,中文名稱、英文名稱、行政區、里、座標(TWD97)、聯絡電話、地址,2014/12/31 11:52,臺北市政府環境保護局,,3,la_chiayi@mail.taipei.gov.tw
免費,,公共資訊,李佳怡,2015/5/1,無,臺北市衛生掩埋場,依臺北市政府資料開放使用規範,臺北市衛生掩埋場,,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=a61eab53-de20-4d12-8464-d576ec86e80c,"UTF-8,",228,原始資料,02-2728-7308,"CSV,",臺北市政府環境保護局,"環境保護,衛生掩埋場,",2015/5/7 08:36,中文名稱、英文名稱、電話、地址、座標(TWD97),中文名稱、英文名稱、電話、地址、座標(TWD97),2014/12/31 11:46,臺北市政府環境保護局,,1,la_chiayi@mail.taipei.gov.tw
免費,無,生活安全及品質,姚榮昇,,無,大臺北地區消防栓分布點位,依臺北市政府資料開放使用規範,大臺北地區消防栓分布點位圖,,無,每季,http://data.taipei/opendata/datalist/datasetMeta?oid=c106a00b-5a21-4393-b213-475a0ece9f2b,"UTF-8,",229,原始資料,87335711,"CSV,",臺北自來水事業處,"消防栓,消防栓點位,",2015/5/6 18:46,消防栓座標(TWD97),消防栓座標(TWD97),2014/12/31 11:51,臺北自來水事業處,,約30000筆,rayne@twd.gov.tw
免費,,公共資訊,張惠琳,,無,禁停紅黃線資料,依臺北市政府資料開放使用規範,臺北市禁停紅黃線路段分布圖,,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=a9c282c5-3a43-41ed-badc-f9c1bdf1cc34,"UTF-8,",230,原始資料,25567161#7414,"ZIP,",臺北市交通管制工程處,"紅黃線,",2015/5/6 18:42,路名、方向,路名、方向,2014/12/31 10:57,臺北市交通管制工程處,,,te10642@mail.taipei.gov.tw
 免費,,公共資訊,馮紹溢,2015/3/31,,"揭露臺北市歲入預算執行狀況
",依臺北市政府資料開放使用規範,臺北市政府104年度歲入預算執行情形,2015/3/1,,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=09b12b01-c562-4a0e-9aeb-93312ce57372,"UTF-8,",231,原始資料,1999(外縣市 02-27208889) 轉1166,"XLS,",臺北市政府財政局,"歲入預算執行,",2015/5/6 17:00,"科目、全年度預算數、本月分配數、本月實收數、本月分配預算與實收比較、分配預算累計數、實收累計數、分配預算累計與實收累計比較、實收累計數占年度預算%、實收累計數占分配預算%。
","科目、全年度預算數、本月分配數、本月實收數、本月分配預算與實收比較、分配預算累計數、實收累計數、分配預算累計與實收累計比較、實收累計數占年度預算%、實收累計數占分配預算%。
",2014/12/31 11:48,臺北市政府財政局,"單位:千元
",0筆,ca-fengrc@mail.taipei.gov.tw
無,,公共資訊,羅克信,,無,每月總磷、??素a、透明?、藻??、卡爾森優養指數、水庫水質優養指標監測數據,依臺北市政府資料開放使用規範,翡翠水庫水質資料,,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=0d498fc7-4bcc-4ed3-9d38-d5a5c6165e9e,"Unicode,",232,原始資料,02-26664927,"CSV,",臺北翡翠水庫管理局,"卡爾森優養指數,水庫優養指標,水質資料,",2015/5/6 16:19,時間、總磷、??素a、透明?、藻??、卡爾森優養指數、水庫水質優養指標,時間、總磷、??素a、透明?、藻??、卡爾森優養指數、水庫水質優養指標,2014/12/31 11:04,臺北翡翠水庫管理局,每月資料於次月下旬更新。,23,lokohsin@feitsui.gov.tw
免費,,公共資訊,陳惠琴,2014/12/31,無,"1.主計處網站公告00年度臺北市政府地方總預算資料。
2.依前開地方總預算資料編製臺北市政府歲入預決算比較表。
",依臺北市政府資料開放使用規範,臺北市政府97年度至104年度歲入預決算比較表,2014/1/1,無,每年2次,http://data.taipei/opendata/datalist/datasetMeta?oid=a04fff0c-48d5-4b53-89f2-71aee53cbb17,"UTF-8,",233,原始資料,02-27208889-1161,"XLS,",臺北市政府財政局,"歲入預決算,比較表,臺北市政府,",2015/5/6 14:19,97-104年度各年度預決算資料,97-104年度各年度預決算資料,2015/4/29 13:48,臺北市政府財政局,,0筆,huichin103@mail.taipei.gov.tw
